pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20
idx,4.1290939362,-7.4819427403,-0.1478569142,7.5,23.0,7.5,4.0,-0.0267137058,-4.3557350113,8.0,-51.672536775,2.0244,0.0,68.7231,34.7962,138.7925,116.4685,213.8224,104.9495,0,679.5766
